x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,method,true_ll
1735.950644631448,1735.6567746855144,1735.3460339391822,1734.9676003274726,1734.4723588429697,1733.803551881574,1732.8887516404138,1731.6313071448385,1729.9000234545165,1727.5160096305772,1724.2357276097828,1719.729464114971,1713.5549795639527,1705.12734497794,1693.6885071231445,1678.284504582909,1657.764557478251,1630.8226892173552,1596.1034854528261,1552.3791482978631,1498.768198339123,mnl,38883.86969603523
1735.914563155573,1735.7530654784568,1735.5589185671124,1735.3078285133088,1734.972390459152,1734.5180719651253,1733.8991538758928,1733.053859873784,1731.8980940408146,1730.3171777051175,1728.1549056888834,1725.1991766974897,1721.1634677380134,1715.6636475503255,1708.1902769876106,1698.0779579647424,1684.4758949822426,1666.3280038704615,1642.3766263877114,1611.2103482870589,1571.3821305875317,mnl,38883.86969603523
1734.4642352701703,1733.7635729102403,1732.7881593701604,1731.428351675473,1729.534310580675,1726.9014658021624,1723.2528660777098,1718.218356898753,1711.312215624952,1701.9133624004098,1689.2561882803566,1672.4450527038061,1650.5094981213915,1622.5150569373945,1587.7283902077615,1545.8009613500108,1496.894808027988,1441.6655624837003,1381.083553452765,1316.1985591630873,1248.035219798032,mnl,38883.86969603523
1735.910812578928,1735.6245121656539,1735.3093965343724,1734.9171142122577,1734.3983784402517,1733.6942103422552,1732.7280266219386,1731.3968827624776,1729.560765399423,1727.028995182729,1723.5429476281352,1718.7546004898395,1712.2011163037678,1703.277120955965,1691.2089927646302,1675.0397074960856,1653.638381474244,1625.753791946394,1590.1311523362674,1545.6989985140608,1491.8035302186036,mnl,38883.86969603523
1735.4489105774992,1735.0710058783588,1734.62900950732,1734.0669187098247,1733.3239493463261,1732.3248445106947,1730.9707555553541,1729.128578089083,1726.6174353672832,1723.1910110407334,1718.5143631298488,1712.1338450737676,1703.4390432467699,1691.6166141018111,1675.5982750439944,1654.010141061539,1625.1398164031416,1586.9530440847666,1537.2136080135024,1473.7822402714082,1395.1693199288056,mnl,38883.86969603523
1735.8748271735458,1735.7614677502352,1735.6141132935518,1735.4180111776295,1735.1543870963214,1734.798204864026,1734.3155988060753,1733.6604990021588,1732.7701020966197,1731.5587519878172,1729.9096715285996,1727.6638323766747,1724.6050776216216,1720.4404544571298,1714.7746510558209,1707.0776303171879,1696.6453393089105,1682.55532849468,1663.623155455949,1638.3727171951032,1605.0448009305692,mnl,38883.86969603523
1735.9707829824547,1735.7911206873905,1735.5827310831373,1735.315056773623,1734.9548119756946,1734.4604466577512,1733.7767638690275,1732.828559795009,1731.5125111557209,1729.6865474042643,1727.155934835726,1723.6553693972019,1718.8266854765025,1712.1926003781336,1703.1286160851232,1690.8382476646075,1674.3413727353764,1652.4909391685214,1624.036455124151,1587.7472197966636,1542.5867999393668,mnl,38883.86969603523
1734.8098326639156,1734.1639791958878,1733.3094688351484,1732.142050930437,1730.5278631219771,1728.2884776304345,1725.1840345135424,1720.894162022385,1714.9979778363122,1706.9570606216366,1696.1092954362684,1681.6866014188272,1662.8734052450454,1638.9192449993207,1609.2981838515334,1573.862764672187,1532.884374946625,1486.855364979754,1436.0170422714582,1379.776409991311,1316.373830088538,mnl,38883.86969603523
1735.4643281851022,1735.0540097662742,1734.5870945564748,1734.0002420424862,1733.2263510717312,1732.1837310347837,1730.7658223624385,1728.8295947607912,1726.1812789549222,1722.558294760609,1717.6064613573908,1710.8520503022082,1701.6693053013441,1689.246198468798,1672.5550628772326,1650.340931536768,1621.1488620219534,1583.4202379477501,1535.6912697406078,1476.9141886841608,1406.8808021358418,mnl,38883.86969603523
1736.1215803214436,1735.9133929250893,1735.7131580567657,1735.4833903417311,1735.1912662775576,1734.8014699572013,1734.2705134403222,1733.5411195438573,1732.535686853873,1731.1479972545494,1729.2323253019276,1726.5890447613638,1722.9457835877329,1717.9332842696458,1711.0556150769771,1701.6556641015995,1688.8796113474164,1671.6492615126263,1648.6596193582882,1618.4305497640016,1579.4515435991707,mnl,38883.86969603523
