x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,method,true_ll
1129.2347049562159,1129.117073977679,1129.0008036590589,1128.8799244648617,1128.7484802012987,1128.5996339086778,1128.4252879919732,1128.2156216252406,1127.9585191860097,1127.638857292237,1127.2376103405259,1126.7307250987142,1126.0877038070175,1125.2698224938285,1124.227897321376,1122.8994979477065,1121.205495556227,1119.0458288225636,1116.2943813602687,1112.792901791785,1108.3439824699526,mnl,51102.513759491696
1128.529189309913,1128.3942476966768,1128.2262785423518,1128.0149157878404,1127.7473817189602,1127.4074364871703,1126.9744055718402,1126.4219493258788,1125.7165096848694,1124.8153561547078,1123.6641398209904,1122.1938521927805,1120.317078685839,1117.9234405777315,1114.8741445035994,1110.9956212002726,1106.0723596764728,1099.8392638804144,1091.9742206349329,1082.0921178386416,1069.742321742866,mnl,51102.513759491696
1128.8398063368586,1128.738003246639,1128.6211532597954,1128.482217524972,1128.313322786671,1128.104672379195,1127.8439643277597,1127.5156584588403,1127.100051526504,1126.5721099019065,1125.8999983631074,1125.0432312392732,1123.9503593879926,1122.556094867301,1120.7777678225975,1118.5110125195351,1115.624600743664,1111.9543954695255,1107.2965076943947,1101.3999357069551,1093.9592888859115,mnl,51102.513759491696
1127.9066530781347,1127.5328562827563,1127.0689860906277,1126.4866308864293,1125.751369997095,1124.8196916098896,1123.636569529779,1122.1324712713686,1120.219696803826,1117.787953147621,1114.6990952899869,1110.7810219651947,1105.82082518666,1099.5574813768108,1091.6746719673683,1081.7947660887003,1069.4756096361743,1054.2125287275921,1035.4487762391364,1012.5982925371136,985.084681272434,mnl,51102.513759491696
1128.8637104406953,1128.7049041822684,1128.5276712574268,1128.3220069777453,1128.0762665008951,1127.7761522641595,1127.4038682191385,1126.937062773577,1126.3475037446624,1125.5994174998486,1124.647412947248,1123.4339008727475,1121.8859136375759,1119.91123538174,1117.393778693695,1114.1882064569872,1110.1139221331978,1104.94877350585,1098.4231789898258,1090.215937927307,1079.9537470426003,mnl,51102.513759491696
1129.099265106648,1128.9124959045948,1128.7146784056022,1128.4954549983086,1128.2430427808504,1127.9433879182761,1127.5793642211502,1127.1297872469513,1126.5681916925168,1125.8613094550165,1124.9671741431885,1123.8327658379494,1122.3910991797165,1120.5576514173226,1118.2260300647104,1115.2628007152452,1111.5014475091448,1106.7355412239704,1100.7113701589114,1093.1205817345908,1083.5938266039666,mnl,51102.513759491696
1128.7807960855498,1128.683174336249,1128.5682268060045,1128.4289682909875,1128.2573092692182,1128.0431226402288,1127.7736415287945,1127.4326998882098,1126.9997736328223,1126.4487702513725,1125.7465034151974,1124.8507762044828,1123.7079828760325,1122.2501259916608,1120.391135885191,1118.0223775581835,1115.0072439601863,1111.1747765950277,1106.3123432175416,1100.157564848305,1092.389956152867,mnl,51102.513759491696
1128.7579151304963,1128.6806410163845,1128.587324305583,1128.4724475242765,1128.3292994963704,1128.149402796531,1127.922003467007,1127.6334238549534,1127.2662415312952,1126.7982482404113,1126.2011320823658,1125.4388136790367,1124.465353268497,1123.2223314458752,1121.635593595005,1119.6112406233951,1117.0307529063575,1113.745161155246,1109.5682444474223,1104.2688679697749,1097.5628083996053,mnl,51102.513759491696
1129.0087814071376,1128.9648730128174,1128.9204425555872,1128.8734060289498,1128.8214624947504,1128.7619362128535,1128.6916262485465,1128.6066225909162,1128.5020782622669,1128.3719243671294,1128.2085118330724,1128.0021596085717,1127.7405841750806,1127.4081792730358,1126.9851076470513,1126.4461583778902,1125.7593141511243,1124.883963072134,1123.7686803438773,1122.348498055704,1120.541579531564,mnl,51102.513759491696
1128.871824591275,1128.8477623941071,1128.8193964358652,1128.785012158216,1128.742662876124,1128.6898942962216,1128.623595432211,1128.5398090179224,1128.433490029318,1128.2981978882672,1128.1257041021017,1127.9054923312797,1127.6241219862495,1127.264419257066,1126.8044508188832,1126.2162252732887,1125.4640557993916,1124.5025049831238,1123.2738204773777,1121.704760200475,1119.702702114082,mnl,51102.513759491696
