x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,method,true_ll
1808.4117354148766,1807.8522764990194,1807.0345728987159,1805.8163460539508,1803.9823779948492,1801.2068444152392,1796.9986435079627,1790.623311350777,1780.9961163290427,1766.5461306996149,1745.066682209057,1713.6026904581813,1668.487537514462,1605.7177006258717,1521.8670253804594,1415.536877704726,1288.8175112430763,1147.735378316138,1000.9702052382199,857.3963609109778,723.9343458141957,mnl,65134.24879640009
1809.090095036634,1809.0558219516824,1809.009300017322,1808.9429810548172,1808.845717152959,1808.7005295644922,1808.4814762220049,1808.1488562882441,1807.641875307134,1806.8674469174148,1805.683151112651,1803.8714372133109,1801.1009080880176,1796.869018593905,1790.419166116335,1780.6251693335507,1765.8405298861908,1743.7249066059012,1711.0963961850794,1663.9263706225756,1597.685473849604,mnl,65134.24879640009
1809.0293761176727,1808.9182873860118,1808.7577279711695,1808.5202216124162,1808.1639817784453,1807.6253228926798,1806.8072143569589,1805.5620495112526,1803.6659229619254,1800.7807240569236,1796.3993852240528,1789.769287775911,1779.7906546383747,1764.8940083367925,1742.9192884260556,1711.0566910268535,1665.9679714889353,1604.2615543628926,1523.4580334242492,1423.3171241270175,1306.9027246264886,mnl,65134.24879640009
1809.0959021425224,1808.9037489231268,1808.632356781076,1808.2355825978884,1807.6436259079637,1806.749832760761,1805.3911127538595,1803.3182720733457,1800.151478581247,1795.3144127613923,1787.9393197208992,1776.7358075629454,1759.8227826209768,1734.543359079369,1697.329587687971,1643.7678745765588,1569.1167817879032,1469.5377927782538,1343.9981373157061,1196.0877871893608,1034.3770665226766,mnl,65134.24879640009
1809.0809723026468,1809.0349687073904,1808.9669279451482,1808.8647961964452,1808.7101571852108,1808.4747553370107,1808.1152236195048,1807.565002274161,1806.721975170236,1805.4296159141668,1803.448392018603,1800.4127777828398,1795.7675687104202,1788.6757736096188,1777.890693090405,1761.5905445581302,1737.192702246859,1701.208553027216,1649.2803664993116,1576.6429799206817,1479.2782273537596,mnl,65134.24879640009
1809.1495620235219,1808.9814325616462,1808.7488600313227,1808.4137594623462,1807.9187243698398,1807.176634041607,1806.0551827008167,1804.3537265937484,1801.769015597747,1797.8453444145998,1791.9040077498648,1782.9478744928347,1769.542090438219,1749.6865024774452,1720.7270497245045,1679.4078050836833,1622.2291584612976,1546.2838745816116,1450.5552129904536,1337.198600475982,1211.8837637452525,mnl,65134.24879640009
1809.1177908989484,1808.8971969987033,1808.5930675704294,1808.1549802238733,1807.5072424650862,1806.5350111425796,1805.0639328451216,1802.8297939055774,1799.433917128379,1794.2790843792172,1786.4808291626541,1774.7521553030965,1757.2704650970263,1731.5610980008641,1694.4805509221042,1642.450734353537,1572.1369242203364,1481.6522205084475,1371.9722603465634,1247.698801169783,1116.287170629017,mnl,65134.24879640009
1809.1354094704875,1809.055054692304,1808.9432200193842,1808.7814107472805,1808.5421955409256,1808.1836624110438,1807.6417388720874,1806.818507631615,1805.564507453193,1803.6521062672837,1800.7358717795578,1796.2945847194642,1789.5486817331548,1779.347941398868,1764.0304595776106,1741.2717823508137,1707.9819176023739,1660.3740344209946,1594.4022276142787,1506.7591226889926,1396.375226848686,mnl,65134.24879640009
1808.5302135264938,1808.069469600654,1807.3852777804423,1806.3544181191246,1804.7899704311276,1802.4073403922666,1798.774537559395,1793.2395406844153,1784.827422530274,1772.1021364162443,1752.997909180238,1724.6519889416668,1683.3259748315177,1624.5901210034353,1544.0222292902035,1438.6024741711299,1308.5708758769324,1158.810303114471,998.523110760696,838.894329647912,689.9986382748175,mnl,65134.24879640009
1809.4697805211035,1809.3821429600648,1809.2854045157292,1809.1692804914492,1809.019236224296,1808.8135841395124,1808.5195761437353,1808.0874313103268,1807.4412129578268,1806.464921174993,1804.9813737720688,1802.7203475293645,1799.271036959064,1794.0123554706224,1786.013691246524,1773.900431095928,1755.6873978134827,1728.607883960838,1689.0183134262334,1632.5441923953767,1554.7173155152122,mnl,65134.24879640009
1809.1391588784318,1809.0510577613604,1808.9393067721685,1808.7886890091322,1808.576593238773,1808.2686552350497,1807.8124163573666,1807.127612879267,1806.0913347766182,1804.5154276872345,1802.1123044358537,1798.443772574552,1792.8457845191006,1784.320997918141,1771.3929412117868,1751.9255372384214,1722.9394997566415,1680.516369220757,1619.9772613245586,1536.6152269896993,1427.1980968768912,mnl,65134.24879640009
1808.8268998733402,1808.6172703099292,1808.3040159267257,1807.8301428909472,1807.109125889634,1806.0084929567383,1804.3256714484887,1801.7516242730053,1797.8167902290734,1791.8123509948782,1782.6794023913535,1768.8618272498134,1748.1311919328436,1717.4237882349407,1672.7929604093079,1609.6722895054263,1523.7097784549696,1412.309889606826,1276.5245229100547,1122.2273767147271,959.3996748516511,mnl,65134.24879640009
1809.238977296991,1808.9769652924151,1808.6185611362307,1808.1058315420523,1807.3532419486437,1806.2313401343417,1804.5443805731775,1801.997342998744,1798.1482037863025,1792.340847010957,1783.615154104933,1770.596168538861,1751.3785849040287,1723.4530160301656,1683.7707656225539,1629.0993956507882,1556.8179444949928,1466.115919298507,1359.1357811531489,1241.2221349747415,1119.7335845563066,mnl,65134.24879640009
1809.1124773062038,1809.0123405701306,1808.8771905035974,1808.6860922766355,1808.4077532074734,1807.9945998288458,1807.374181561201,1806.4361522670079,1805.0126613055763,1802.8490675187204,1799.5607759783306,1794.5709356216976,1787.0234884132224,1775.6685030679218,1758.725807564726,1733.755562227656,1697.6090254499577,1646.5993280413677,1577.084469823094,1486.5846899079042,1375.220228145583,mnl,65134.24879640009
