x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,method,true_ll
1128.8934491981854,1128.8438407043213,1128.7883624339374,1128.723787853538,1128.6465217115183,1128.5521386092732,1128.4351206356077,1128.288527515746,1128.1035799537713,1127.869131930369,1127.5710016066514,1127.1911229861362,1126.706471425372,1126.0877053736986,1125.2974544520694,1124.2881705911204,1122.999445503665,1121.3546863981755,1119.2570364229468,1116.5844334883077,1113.1837316175588,mnl,51102.513759491696
1128.646603412053,1128.5139199239493,1128.3536711793786,1128.1565631022168,1127.9110586760216,1127.60263134844,1127.2129139401804,1126.7186286031938,1126.090243555198,1125.2902920235647,1124.2712783386232,1122.9730868332263,1121.3198036751783,1119.215864226724,1116.5414557450422,1113.1471474335995,1108.8478016805166,1103.415961463761,1096.5751334149827,1087.9937190010096,1077.2808055661735,mnl,51102.513759491696
1128.7845559677444,1128.6461110647724,1128.4846676233865,1128.2910825821018,1128.0542617102037,1127.7603591015359,1127.3919559310598,1126.927026675432,1126.337636796954,1125.5883040718836,1124.633942899949,1123.4172982576638,1121.8657658513112,1119.887491898473,1117.3666574582167,1114.157890922208,1110.0798379338012,1104.9080799512158,1098.3678711911634,1090.1276075316637,1079.7945950135108,mnl,51102.513759491696
1128.9969372712221,1128.9771149078806,1128.9600358013631,1128.9450345028818,1128.931525844062,1128.9189614285715,1128.9068053355804,1128.894508952937,1128.8814836748206,1128.8670700184084,1128.8505014542388,1128.8308608871666,1128.8070272487093,1128.7776090346888,1128.7408608093756,1128.6945776483408,1128.6359611488515,1128.5614489196596,1128.4664972796163,1128.3453041305766,1128.190455484917,mnl,51102.513759491696
1128.3792006651784,1128.1666018725155,1127.9065568880105,1127.5834431332623,1127.1779055264997,1126.6654799050739,1126.0151519962455,1125.1875496298744,1124.1326841975242,1122.7871471563267,1121.070662451828,1118.8819023263568,1116.0935024823193,1112.546279458722,1108.0427831161724,1102.3405448828562,1095.1457509132742,1086.1086209359637,1074.8225246046422,1060.8297537694089,1043.6376549526467,mnl,51102.513759491696
1128.9264981254018,1128.819066929107,1128.6996298998201,1128.5614270578517,1128.3967970554877,1128.1963467010573,1127.9483991845555,1127.6383037106789,1127.2475677828188,1126.7527643889334,1126.1241556687528,1125.3239623883273,1124.304195164499,1123.0039499505,1121.3460589741517,1119.2329830292,1116.541838448029,1113.1184830895654,1108.7706570992013,1103.260310811951,1096.2954880653415,mnl,51102.513759491696
1128.7510751022346,1128.5657489499645,1128.3534734839122,1128.1023872225778,1127.7982098171342,1127.4233193137698,1126.9557352889024,1126.3678530859834,1125.6248655365562,1124.6827971086095,1123.4860639385806,1121.9644634968863,1120.029492966496,1117.5699012181867,1114.446404239512,1110.485551236212,1105.4728374908227,1099.1453463052749,1091.1844978167355,1081.209920324247,1068.7760624093426,mnl,51102.513759491696
1128.9558293188966,1128.9281461681167,1128.899667846832,1128.8689065944636,1128.8343241651964,1128.79410169537,1128.7460354571303,1128.687407872676,1128.614826181889,1128.5240191992925,1128.4095801014555,1128.2646400263548,1128.0804532909242,1127.8458700680058,1127.5466662231993,1127.164692503291,1126.676796236432,1126.0534580867534,1125.2570743328106,1124.239802124117,1122.9408723871602,mnl,51102.513759491696
1128.758260247625,1128.6112146799642,1128.438905752686,1128.2314726801706,1127.9770010896682,1127.6606158880895,1127.2636074575275,1126.7623344940075,1126.1268459045386,1125.3191525751608,1124.2910674359227,1122.9815203227336,1121.313245049263,1119.1887340487447,1116.485367896872,1113.0496640600977,1108.6906680803368,1103.1726550751628,1096.207551760228,1087.447866909155,1076.481466834426,mnl,51102.513759491696
1129.2900827778358,1129.154391338765,1129.0220221731506,1128.8863211843345,1128.7406614220527,1128.5775289441299,1128.388108244515,1128.1617811556061,1127.8855110424774,1127.5430777909205,1127.1141213789815,1126.5729427198821,1125.887000191411,1125.0150295054555,1123.9047048080247,1122.4897530311137,1120.6864367813178,1118.389342434668,1115.466464317229,1111.7536857450905,1107.0489565221214,mnl,51102.513759491696
1128.8551446846177,1128.814134553133,1128.7659267096897,1128.707709410366,1128.6361072962463,1128.5468928332339,1128.4347315680643,1128.292859351779,1128.1126724186252,1127.8832062438742,1127.5904729341419,1127.2166193269004,1126.7388588081521,1126.1281189998335,1125.3473350022905,1124.3493042421978,1123.0740052590263,1121.4452711723716,1119.3667031625228,1116.7167170765897,1113.3426487619145,mnl,51102.513759491696
1128.6379273217244,1128.5093040697975,1128.3543937508512,1128.1638439599774,1127.9262973205623,1127.6274385635697,1127.2491328226315,1126.768337202615,1126.1557271221172,1125.37396728788,1124.3755453037593,1123.1000758078662,1121.4709783846702,1119.3914399426358,1116.73960297562,1113.3629931907853,1109.0723409019556,1103.6351993405697,1096.770168647381,1088.1431449876181,1077.3678458354698,mnl,51102.513759491696
1128.9279688215465,1128.8600130707055,1128.7860921532701,1128.70218020818,1128.6036620347804,1128.484944814023,1128.3391333106774,1128.1576251880833,1127.929603611141,1127.6413988766872,1127.2756842131857,1126.8104630440212,1126.21779593877,1125.4622054130014,1124.4986862794976,1123.2702396137101,1121.704841777544,1119.7117600512865,1117.1771391884176,1113.958817626044,1109.880401124712,mnl,51102.513759491696
1128.578737407377,1128.4264731881995,1128.2405137262685,1128.0099419568141,1127.721141110007,1127.3568966794192,1126.8953775652844,1126.3088514150222,1125.5620676083126,1124.610228276193,1123.396454227288,1121.8486403954448,1119.8755876032956,1117.3622995191035,1114.1643546339328,1110.1013168865393,1104.9492560106519,1098.4326389148919,1090.2161639885817,1079.8975834114317,1067.0032294473203,mnl,51102.513759491696
