x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
0.0,0.0,0.0,0.0,427.0,370.0,0.0,0.0,0.0,0.0,203.0
0.0,0.0,0.0,461.0,0.0,0.0,496.0,0.0,0.0,0.0,43.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,19.0,117.0
0.0,0.0,0.0,485.0,0.0,466.0,0.0,0.0,0.0,0.0,49.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,132.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,914.0
0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,0.0,0.0,108.0
0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0
0.0,0.0,0.0,0.0,0.0,470.0,0.0,474.0,0.0,0.0,56.0
0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,44.0,396.0
0.0,0.0,148.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,221.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,0.0,371.0
0.0,0.0,0.0,0.0,0.0,0.0,566.0,420.0,0.0,0.0,14.0
0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,417.0
0.0,0.0,199.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0
0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,448.0,0.0,42.0
548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,38.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,385.0
0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,220.0
0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0
756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0
0.0,0.0,108.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,362.0
0.0,463.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,66.0
0.0,0.0,37.0,0.0,0.0,0.0,776.0,0.0,0.0,0.0,187.0
0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
0.0,0.0,0.0,0.0,406.0,0.0,0.0,540.0,0.0,0.0,54.0
482.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,377.0
485.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,23.0
0.0,0.0,0.0,472.0,0.0,0.0,479.0,0.0,0.0,0.0,49.0
0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,219.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,341.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,923.0
0.0,0.0,0.0,0.0,428.0,0.0,0.0,509.0,0.0,0.0,63.0
0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,395.0
582.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
0.0,0.0,0.0,0.0,0.0,0.0,573.0,403.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,438.0,0.0,56.0
760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0,739.0,0.0,0.0,0.0,0.0,25.0,236.0
0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,174.0
0.0,0.0,0.0,0.0,454.0,0.0,517.0,0.0,0.0,0.0,29.0
0.0,264.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,76.0
0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,31.0,390.0
0.0,444.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,58.0
0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,0.0,386.0
