x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.0,118.0,379.0,169.0,244.0,0.0,0.0,82.0,0.0,8.0
0.0,436.0,113.0,147.0,0.0,0.0,0.0,144.0,30.0,125.0,5.0
0.0,500.0,0.0,180.0,138.0,0.0,0.0,140.0,34.0,0.0,8.0
407.0,0.0,122.0,0.0,0.0,0.0,0.0,194.0,49.0,222.0,6.0
238.0,0.0,0.0,139.0,0.0,0.0,197.0,199.0,40.0,184.0,3.0
0.0,319.0,0.0,155.0,0.0,122.0,145.0,236.0,17.0,0.0,6.0
196.0,330.0,0.0,0.0,260.0,105.0,0.0,0.0,19.0,83.0,7.0
158.0,342.0,104.0,104.0,0.0,0.0,125.0,161.0,0.0,0.0,6.0
214.0,318.0,0.0,0.0,148.0,101.0,0.0,135.0,0.0,82.0,2.0
344.0,0.0,0.0,161.0,225.0,235.0,0.0,0.0,31.0,0.0,4.0
0.0,430.0,226.0,0.0,0.0,165.0,171.0,0.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0,0.0,179.0,392.0,295.0,0.0,121.0,13.0
0.0,394.0,0.0,0.0,162.0,0.0,168.0,157.0,0.0,115.0,4.0
178.0,267.0,0.0,0.0,156.0,119.0,141.0,135.0,0.0,0.0,4.0
335.0,0.0,187.0,182.0,0.0,0.0,0.0,0.0,55.0,235.0,6.0
192.0,404.0,0.0,149.0,0.0,0.0,0.0,218.0,33.0,0.0,4.0
0.0,0.0,0.0,0.0,329.0,0.0,374.0,0.0,61.0,227.0,9.0
0.0,446.0,0.0,168.0,218.0,0.0,164.0,0.0,0.0,0.0,4.0
317.0,0.0,0.0,137.0,135.0,214.0,0.0,153.0,38.0,0.0,6.0
0.0,379.0,116.0,0.0,178.0,0.0,157.0,0.0,34.0,131.0,5.0
0.0,403.0,0.0,0.0,274.0,0.0,167.0,0.0,0.0,149.0,7.0
213.0,454.0,173.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
153.0,342.0,100.0,124.0,0.0,0.0,135.0,145.0,0.0,0.0,1.0
0.0,327.0,0.0,0.0,146.0,128.0,172.0,152.0,0.0,73.0,2.0
410.0,0.0,0.0,0.0,0.0,241.0,0.0,288.0,48.0,0.0,13.0
0.0,485.0,90.0,0.0,126.0,158.0,0.0,105.0,28.0,0.0,8.0
0.0,0.0,0.0,327.0,0.0,0.0,0.0,320.0,76.0,257.0,20.0
208.0,0.0,0.0,104.0,149.0,194.0,188.0,152.0,0.0,0.0,5.0
0.0,520.0,0.0,0.0,304.0,135.0,0.0,0.0,39.0,0.0,2.0
470.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,102.0,233.0,23.0
179.0,274.0,255.0,0.0,0.0,133.0,155.0,0.0,0.0,0.0,4.0
0.0,0.0,206.0,0.0,272.0,226.0,0.0,0.0,0.0,249.0,47.0
0.0,437.0,196.0,165.0,0.0,0.0,155.0,0.0,36.0,0.0,11.0
0.0,549.0,0.0,0.0,275.0,135.0,0.0,0.0,35.0,0.0,6.0
0.0,0.0,0.0,221.0,0.0,0.0,293.0,233.0,41.0,209.0,3.0
0.0,0.0,0.0,182.0,143.0,0.0,307.0,163.0,0.0,195.0,10.0
245.0,365.0,0.0,0.0,263.0,0.0,0.0,0.0,17.0,108.0,2.0
0.0,0.0,74.0,328.0,141.0,254.0,0.0,189.0,0.0,0.0,14.0
205.0,390.0,0.0,0.0,278.0,0.0,122.0,0.0,0.0,0.0,5.0
416.0,0.0,112.0,0.0,0.0,221.0,0.0,209.0,38.0,0.0,4.0
0.0,0.0,0.0,203.0,135.0,0.0,409.0,153.0,84.0,0.0,16.0
0.0,0.0,0.0,228.0,249.0,114.0,266.0,0.0,40.0,102.0,1.0
0.0,516.0,102.0,0.0,178.0,123.0,0.0,0.0,0.0,70.0,11.0
289.0,0.0,80.0,0.0,130.0,0.0,217.0,95.0,0.0,186.0,3.0
334.0,0.0,0.0,344.0,0.0,245.0,0.0,0.0,63.0,0.0,14.0
315.0,0.0,99.0,170.0,154.0,0.0,0.0,0.0,52.0,198.0,12.0
250.0,0.0,118.0,124.0,182.0,0.0,256.0,0.0,58.0,0.0,12.0
0.0,429.0,0.0,119.0,148.0,131.0,0.0,142.0,27.0,0.0,4.0
0.0,0.0,0.0,320.0,164.0,270.0,0.0,227.0,0.0,0.0,19.0
0.0,544.0,112.0,0.0,180.0,0.0,0.0,0.0,0.0,161.0,3.0
